,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,243491,243491,75989,22849,241635,7959,315,1108,251017
1,AR,700917,700833,461470,59144,700477,63571,205,1520,765773
2,AZ & NM,21975,21975,13468,28247,21975,60276,2576,1799,86626
3,CA,73825,73825,48193,8158,73825,56283,3029,3365,136502
4,GA,471012,468251,93672,58860,465318,77866,5881,2822,551887
5,KS & OK,119691,119691,29871,2513,118724,3940,476,833,123973
6,LA,188559,188559,126409,18153,187237,2337,114,1270,190958
7,MO,135731,135731,88931,12177,135643,12003,47,208,147901
8,MS,515173,514557,395169,35847,513669,37728,1354,3087,555838
9,NC & VA,261838,261752,88854,47406,258716,69104,3185,2418,333423
10,SC,45485,45217,21035,14349,45480,15882,254,526,62142
11,TN,488697,484239,307742,88156,483607,110770,1577,1830,597784
12,TX,2022648,1955937,512931,268424,1663104,276020,18854,38735,1996713
13,--TOTAL,5289042,5214058,2263734,664283,4909410,793739,37867,59521,5800537
