,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,627946,599839,8905,45782,117568,828,304,1060,119760
1,AR,1349099,1240091,81880,237742,449149,3814,141,1155,454259
2,AZ & NM,277851,271867,98202,17999,138822,7400,1639,1649,149510
3,CA,304939,304939,83182,15072,116825,21430,1984,1062,141301
4,GA,2607531,1798901,28522,213976,386023,16222,2104,2660,407009
5,KS & OK,834016,760011,42890,118436,241521,337,126,239,242223
6,LA,264630,264278,4973,16744,31577,274,105,542,32498
7,MO,320299,320299,41536,43429,106274,430,15,129,106848
8,MS,1037114,699823,30874,188609,329360,1620,380,1110,332470
9,NC & VA,1083512,836142,23417,85290,291458,5584,2481,1874,301397
10,SC,294777,275088,3349,44834,83010,499,164,447,84120
11,TN,1087136,850589,191358,164114,465466,9017,519,815,475817
12,TX,7267126,5208121,267727,487719,1787517,64447,15849,29996,1897809
13,--TOTAL,17355976,13429988,906815,1679746,4544570,131902,25811,42738,4745021
