,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,43,43,0,17428,43,39270,330,1035,40678
1,AR,17070,17070,0,83107,17070,179308,1430,839,198647
2,AZ & NM,3449,3449,2099,9329,3449,84797,5183,2133,95562
3,CA,254,254,254,22036,254,52898,12384,2286,67822
4,GA,692,692,0,67888,692,132810,3532,3611,140645
5,KS & OK,0,0,0,3833,0,18416,102,222,18740
6,LA,15764,15764,0,5179,15764,6944,274,630,23612
7,MO,0,0,0,10172,0,43607,160,144,43911
8,MS,514,514,0,58196,514,105191,588,1242,107535
9,NC & VA,0,0,0,95619,0,132604,3377,3359,139340
10,SC,0,0,0,19219,0,28458,312,605,29375
11,TN,1846,1846,0,66732,1846,217038,3386,900,223170
12,TX,556960,553168,110483,201489,529193,650254,26429,39647,1245523
13,--TOTAL,596592,592800,112836,660227,568825,1691595,57487,56653,2374560
