,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,631851,599839,8244,37944,103662,827,304,1060,105853
1,AR,1349189,1240091,78090,189729,363149,3375,134,1106,367764
2,AZ & NM,278200,271867,95664,11723,128466,6928,1619,1194,138207
3,CA,304939,304939,70708,12252,103052,19002,1984,1062,125100
4,GA,2621077,1798901,27198,159095,307970,15434,1652,2631,327687
5,KS & OK,835515,760012,26535,97292,178732,296,60,232,179320
6,LA,264630,264278,4267,17136,27724,274,105,542,28645
7,MO,320299,320299,39658,33411,91576,430,15,129,92150
8,MS,1047851,699823,27935,168346,288538,1613,377,1089,291617
9,NC & VA,1084488,836142,22451,84913,260140,5589,2481,1874,270084
10,SC,294777,275088,3323,31557,67228,396,164,445,68233
11,TN,1108882,850589,190357,138470,420739,8730,516,761,430746
12,TX,7358897,5208121,204932,460060,1535547,57418,15678,29972,1638615
13,--TOTAL,17500595,13429989,799362,1441928,3876523,120312,25089,42097,4064021
