,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607280,599816,70697,132851,372421,2217,307,1066,376011
1,AR,1312569,1240091,645627,140011,979963,8243,162,1501,989869
2,AZ & NM,262816,262816,114098,48517,230175,20002,1643,1667,253487
3,CA,299360,299360,183324,18367,244872,29942,2966,3365,281145
4,GA,2213168,1797721,212078,702422,1375935,29387,4964,2750,1413036
5,KS & OK,689558,678142,79052,114696,447985,1012,139,506,449642
6,LA,264630,264278,80081,19437,128432,362,112,1269,130175
7,MO,320299,320299,120546,30979,235961,844,37,198,237040
8,MS,862930,699796,384094,72749,534340,3616,369,2746,541071
9,NC & VA,928434,831193,122083,190828,589730,13613,2735,2040,608118
10,SC,285490,274018,118612,36779,216850,1545,166,489,219050
11,TN,933797,850489,571676,76273,736813,16841,1405,1822,756881
12,TX,6051300,5175850,1151380,672260,3654531,128448,17836,32044,3832859
13,--TOTAL,15031631,13293869,3853348,2256169,9748008,256072,32841,51463,10088384
