,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716786,705962,75370,154874,332023,1148,626,717,334514
1,AR,1663360,1582512,531931,290845,923657,2164,1108,832,927761
2,AZ & NM,331058,326924,129003,39636,225420,4945,2730,553,233648
3,CA,285359,285359,143813,10148,177306,4920,2795,1249,186270
4,GA,2483105,1949102,148350,638840,1196196,12263,1509,2081,1212049
5,KS & OK,501403,425128,21922,84537,254549,795,833,446,256623
6,LA,379254,379254,59672,40427,125940,586,906,551,127983
7,MO,388113,388113,125647,64249,203654,69,247,250,204220
8,MS,1199891,1104800,380920,161641,666161,7868,2547,905,677481
9,NC & VA,1134824,992301,172204,164572,699538,7647,2360,1050,710595
10,SC,332238,320402,47781,83004,192112,686,199,370,193367
11,TN,1632642,1410460,712521,228001,1083469,4284,880,2607,1091240
12,TX,4954769,4023402,367566,649628,1877079,35126,21670,21774,1955649
13,--TOTAL,16002802,13893719,2916700,2610402,7957104,82501,38410,33385,8111400
