,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,365117,365117,114463,30483,354640,6906,315,1108,362969
1,AR,920985,920901,703315,48172,913782,42332,205,1520,957839
2,AZ & NM,46489,46489,23258,16132,46489,49429,2475,1750,100143
3,CA,109536,109536,79775,5783,109362,51734,3029,3365,167490
4,GA,761652,756383,185728,83258,748887,65999,5877,2822,823585
5,KS & OK,195521,195521,40188,5900,192598,3217,469,825,197109
6,LA,222178,222178,164388,17419,212716,1897,114,1270,215997
7,MO,188365,188365,137117,10580,187573,9224,37,199,197033
8,MS,614905,613749,526178,26671,604424,24479,386,3029,632318
9,NC & VA,430401,430315,154189,45945,419957,53182,3183,2413,478735
10,SC,85615,85347,47320,10711,85231,11368,254,526,97379
11,TN,634495,626504,482369,66623,622593,77131,1577,1830,703131
12,TX,2707615,2618701,688791,274360,2229085,241980,18792,38693,2528550
13,--TOTAL,7282874,7179106,3347079,642037,6727337,638878,36713,59350,7462278
