,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,21918,0,44199,330,1035,45564
1,AR,2691,2691,0,85974,2691,184693,1430,839,189653
2,AZ & NM,2005,2005,0,9534,2005,85969,5206,2198,95378
3,CA,0,0,0,17925,0,54386,13164,2343,69893
4,GA,1,1,0,71999,1,141928,3803,3612,149344
5,KS & OK,0,0,0,3779,0,19692,102,222,20016
6,LA,6365,6365,0,6141,6365,8347,274,630,15616
7,MO,0,0,0,11835,0,46504,160,144,46808
8,MS,0,0,0,62238,0,112593,588,1242,114423
9,NC & VA,0,0,0,81091,0,141920,3655,3500,149075
10,SC,0,0,0,14012,0,29110,312,605,30027
11,TN,0,0,0,72422,0,225921,3635,921,230477
12,TX,436833,435292,80721,177501,422835,681464,27300,39653,1171252
13,--TOTAL,447895,446354,80721,636369,433897,1776726,59959,56944,2327526
