,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716434,705962,108836,145235,374658,1417,626,717,377418
1,AR,1650252,1582512,780136,152481,993625,2432,2153,832,999042
2,AZ & NM,328853,324719,136163,45607,235536,5068,3388,563,244555
3,CA,284928,284928,155831,13797,192855,5700,3097,1252,202904
4,GA,2407348,1948958,328708,609213,1342834,12822,1566,2083,1359305
5,KS & OK,496384,425125,79459,98450,289994,968,833,446,292241
6,LA,379254,379254,109875,28464,144463,589,906,551,146509
7,MO,388113,388113,184820,26330,223077,69,247,250,223643
8,MS,1187162,1104037,602667,83791,712206,8076,2727,905,723914
9,NC & VA,1112939,988152,284306,153222,740458,8008,2582,1050,752098
10,SC,328635,319997,119312,54455,208899,777,199,392,210267
11,TN,1593187,1397773,880506,124023,1109572,4609,880,2607,1117668
12,TX,4856224,4023400,506650,674781,2040494,36835,23362,22240,2122931
13,--TOTAL,15729713,13872930,4277269,2209849,8608671,87370,42566,33888,8772495
