,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,27867,0,69079,824,1095,70998
1,AR,0,0,0,133790,0,263802,3068,863,267733
2,AZ & NM,0,0,0,3943,0,108350,5329,2502,116181
3,CA,0,0,0,18973,0,78889,18261,2998,100148
4,GA,0,0,0,108315,0,203296,12652,3840,219788
5,KS & OK,0,0,0,29997,0,59163,199,290,59652
6,LA,0,0,0,9414,0,15201,274,647,16122
7,MO,0,0,0,26242,0,69235,430,144,69809
8,MS,0,0,0,116008,0,198716,1514,1378,201608
9,NC & VA,0,0,0,80523,0,195745,4197,3550,203492
10,SC,0,0,0,15961,0,41163,317,609,42089
11,TN,0,0,0,90755,0,310808,7960,1124,319892
12,TX,0,0,0,261887,0,1053803,40735,43210,1137748
13,--TOTAL,0,0,0,923675,0,2667250,95760,62250,2825260
