,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,631502,599839,8244,40321,106834,827,304,1060,109025
1,AR,1349189,1240091,79276,202962,389488,3622,137,1151,394398
2,AZ & NM,278200,271867,95664,10938,130443,7358,1623,1374,140798
3,CA,304939,304939,71976,14486,107004,19266,1984,1062,129316
4,GA,2618253,1798901,27709,175441,326248,15733,1652,2632,346265
5,KS & OK,835428,760012,26535,78353,188793,297,126,232,189448
6,LA,264630,264278,4267,16299,28492,274,105,542,29413
7,MO,320299,320299,39719,34800,94640,430,15,129,95214
8,MS,1046161,699823,28246,176883,302132,1613,377,1089,305211
9,NC & VA,1084488,836142,22498,90714,267412,5589,2481,1874,277356
10,SC,294777,275088,3323,33224,69343,416,164,445,70368
11,TN,1105050,850589,199790,136702,431506,8817,516,763,441602
12,TX,7336260,5208121,215862,458275,1605079,60438,15756,29989,1711262
13,--TOTAL,17469176,13429989,823109,1469398,4047414,124680,25240,42342,4239676
