,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,29012,74455,708,523,666,76352
1,AR,1739556,1582512,187777,112916,376454,1530,1069,781,379834
2,AZ & NM,339115,331915,119217,5064,153723,3950,2546,493,160712
3,CA,285457,285457,93642,3483,116045,3999,2668,1202,123914
4,GA,2891403,1949409,37759,171564,358438,9573,1251,1815,371077
5,KS & OK,541150,425132,3208,5168,24450,572,829,440,26291
6,LA,379254,379254,10602,14670,30659,295,825,549,32328
7,MO,388113,388113,49177,14284,73071,67,159,250,73547
8,MS,1423461,1104908,87720,167233,392039,5374,2369,904,400686
9,NC & VA,1270076,1002859,49431,114604,376762,4099,1705,1043,383609
10,SC,363353,321249,17587,34177,83926,355,194,333,84808
11,TN,1833626,1410500,237922,162602,539544,2672,734,2550,545500
12,TX,5582974,4025555,231273,182980,871196,22527,19464,21496,934683
13,--TOTAL,17758381,13913009,1131860,1017757,3470762,55721,34336,32522,3593341
