,Region,2021,2022,2023,2024,2025
0,AL & FL,729473,890386,777724,720843,632251
1,AR,1267810,1499841,1268857,1740604,1349264
2,AZ & NM,390822,394725,302874,339115,278895
3,CA,276935,323517,204697,285457,304939
4,GA,3251278,3672494,2784451,2895629,2630581
5,KS & OK,868990,510878,406675,541150,835955
6,LA,256000,414776,244549,379254,264630
7,MO,315831,398195,382398,388113,320299
8,MS,1192316,1389893,1085945,1427772,1052870
9,NC & VA,1109855,1383225,1149459,1272310,1087030
10,SC,437011,464159,340038,363434,294777
11,TN,1222139,1557252,1614639,1837859,1116685
12,TX,8955960,3771775,3667603,5592789,7402812
