,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,64886,64886,0,8859,64886,14289,351,1108,80634
1,AR,211937,211937,7414,51282,211937,94457,241,1520,308155
2,AZ & NM,8065,8065,0,9971,8065,74257,3003,1802,87127
3,CA,4933,4933,211,10054,4933,65529,3029,3365,76856
4,GA,95957,95957,0,47652,95595,106692,6177,2833,211297
5,KS & OK,12894,12894,0,177,12894,4896,524,833,19147
6,LA,84801,84801,13940,2554,84800,3644,134,1270,89848
7,MO,25420,25420,0,5793,25420,17339,47,208,43014
8,MS,150665,150665,13030,51507,150665,71903,1404,3118,227090
9,NC & VA,14470,14384,0,77992,14469,112739,3243,2445,132896
10,SC,1807,1803,0,17312,1803,22542,286,526,25157
11,TN,109482,109482,3974,90382,109482,170655,1602,1841,283580
12,TX,1082432,1053441,201995,231103,897250,347076,19035,38737,1302098
13,--TOTAL,1867749,1838668,240564,604638,1682199,1106018,39076,59606,2886899
