,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,627946,599839,8905,44377,119057,828,304,1060,121249
1,AR,1349099,1240091,81880,239034,455449,3814,144,1155,460562
2,AZ & NM,277851,271867,98202,19767,140520,7470,1639,1649,151278
3,CA,304939,304939,83270,15952,118139,21430,1984,1062,142615
4,GA,2606772,1798901,28434,222323,395139,16452,2104,2660,416355
5,KS & OK,833927,760011,42890,122921,246623,339,126,239,247327
6,LA,264630,264278,4973,17537,32459,274,105,542,33380
7,MO,320299,320299,41536,42719,108213,430,16,129,108788
8,MS,1035596,699823,30874,191571,333919,1620,380,1110,337029
9,NC & VA,1083512,836142,23438,88046,295544,5626,2481,1874,305525
10,SC,294777,275088,3349,46253,84429,499,164,447,85539
11,TN,1085182,850589,190465,167733,470771,9074,813,1002,481660
12,TX,7254471,5208121,267275,510912,1807664,64528,15849,29996,1918037
13,--TOTAL,17339001,13429988,905491,1729145,4607926,132384,26109,42925,4809344
