,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,617002,599839,9833,136241,256741,1610,307,1066,259724
1,AR,1329957,1240091,131115,350881,788689,6152,162,1501,796504
2,AZ & NM,274166,271867,107900,61175,203195,9163,1641,1666,215665
3,CA,304939,304939,142836,27919,209250,25697,2805,2007,239759
4,GA,2419291,1798585,23208,575937,908514,25998,4884,2674,942070
5,KS & OK,773126,727939,67144,185241,400673,878,139,371,402061
6,LA,264630,264278,5774,48537,89538,362,112,1240,91252
7,MO,320299,320299,51012,75296,178400,552,37,135,179124
8,MS,918836,699796,54915,163202,461613,2961,364,2008,466946
9,NC & VA,1021637,835179,24359,163483,455644,9049,2605,1993,469291
10,SC,291779,274018,2158,87654,169359,1353,166,489,171367
11,TN,985287,850535,207721,221207,667851,11377,1605,1736,682569
12,TX,6410001,5204809,484303,1044896,2886370,97008,17491,31928,3032797
13,--TOTAL,15930950,13392174,1312278,3141669,7675837,192160,32318,48814,7949129
