,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,628364,599839,8905,44415,115918,828,304,1060,118110
1,AR,1349099,1240091,81880,233686,440191,3812,138,1155,445296
2,AZ & NM,277851,271867,98150,17502,138262,7393,1633,1641,148929
3,CA,304939,304939,78805,16489,114470,21258,1984,1062,138774
4,GA,2608197,1798901,28522,200594,372191,16147,2102,2659,393099
5,KS & OK,834016,760011,42890,112948,235943,337,126,239,236645
6,LA,264630,264278,4973,16531,31100,274,105,542,32021
7,MO,320299,320299,41536,41920,104765,430,15,129,105339
8,MS,1038814,699823,30874,188382,325250,1620,380,1110,328360
9,NC & VA,1083691,836142,23417,82655,287753,5584,2481,1874,297692
10,SC,294777,275088,3349,42169,80116,466,164,447,81193
11,TN,1089446,850589,192971,160855,461323,8819,517,771,471430
12,TX,7278963,5208121,266679,464717,1763746,63538,15760,29996,1873040
13,--TOTAL,17373086,13429988,902951,1622863,4471028,130506,25709,42685,4669928
