,Region,2021,2022,2023,2024,2025
0,AL & FL,457388,627339,576803,575195,487409
1,AR,977403,1013425,1019621,1257510,1136681
2,AZ & NM,154263,137612,119124,108513,84143
3,CA,199299,216373,144616,164791,163245
4,GA,1388312,1974135,1402725,1252612,1213396
5,KS & OK,400552,249654,261775,280619,310173
6,LA,250690,393112,243905,364968,255770
7,MO,217359,293422,295329,321880,251698
8,MS,862165,1161869,900353,1077538,684507
9,NC & VA,756763,921975,734305,729836,652467
10,SC,228025,259309,199882,214435,158626
11,TN,909105,1040414,1107656,1241869,739838
12,TX,5051062,2536803,2536420,3226062,3617485
