,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,21219,0,43324,330,1035,44689
1,AR,3213,3213,0,86991,3213,183280,1430,839,188762
2,AZ & NM,2414,2414,0,8844,2414,85367,5183,2133,95097
3,CA,0,0,0,17672,0,53452,13156,2342,68950
4,GA,1,1,0,73088,1,140953,3533,3612,148099
5,KS & OK,0,0,0,3338,0,19251,102,222,19575
6,LA,8078,8078,0,6407,8078,8172,274,630,17154
7,MO,0,0,0,12546,0,45895,160,144,46199
8,MS,0,0,0,61388,0,110890,588,1242,112720
9,NC & VA,0,0,0,81536,0,140686,3655,3500,147841
10,SC,0,0,0,13837,0,28935,312,605,29852
11,TN,193,193,0,73834,193,224950,3635,921,229699
12,TX,467300,465037,83840,198894,451416,678791,26935,39647,1196789
13,--TOTAL,481199,478936,83840,659594,465315,1763946,59293,56872,2345426
