,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,8905,43431,123888,828,305,1062,126083
1,AR,1348739,1240091,83973,258198,483598,3822,146,1205,488771
2,AZ & NM,277851,271867,99401,20451,144033,7482,1641,1662,154818
3,CA,304939,304939,87645,15106,122992,21807,1984,1062,147845
4,GA,2600895,1798901,29456,227447,423229,16549,2104,2655,444537
5,KS & OK,832178,760011,56281,131767,258698,361,127,239,259425
6,LA,264630,264278,4973,19396,35082,274,105,542,36003
7,MO,320299,320299,44631,44682,114853,437,24,129,115443
8,MS,1027177,699823,31213,205975,358973,1639,380,1286,362278
9,NC & VA,1082088,836142,23629,92355,310527,5686,2481,1877,320571
10,SC,294777,275088,3350,43372,90826,499,164,449,91938
11,TN,1075169,850589,185991,182651,494435,9402,1175,1118,506130
12,TX,7206778,5208121,285018,523155,1900227,66750,15853,29989,2012819
13,--TOTAL,17261956,13429988,944466,1807986,4861361,135536,26489,43275,5066661
