,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716434,705962,104220,135465,356916,1326,626,717,359585
1,AR,1656663,1582512,751366,156993,968051,2264,1980,832,973127
2,AZ & NM,330131,325997,134115,48125,234768,4945,2730,553,242996
3,CA,285359,285359,149439,16775,187862,5530,2918,1249,197559
4,GA,2440086,1948958,313715,575201,1279456,12645,1516,2081,1295698
5,KS & OK,497267,425128,77296,97043,281306,795,833,446,283380
6,LA,379254,379254,108555,22618,137120,589,906,551,139166
7,MO,388113,388113,184130,19339,214258,69,247,250,214824
8,MS,1193342,1104262,601623,70901,695595,7988,2727,905,707215
9,NC & VA,1124192,990461,287792,140946,726670,7824,2582,1050,738126
10,SC,330753,320402,121523,46574,201232,777,199,392,202600
11,TN,1612197,1402857,884781,118252,1109444,4609,880,2607,1117540
12,TX,4896586,4023402,504957,616423,1967673,36062,21950,22240,2047925
13,--TOTAL,15850377,13882667,4223512,2064655,8360351,85423,40094,33873,8519741
