,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,602948,597766,185000,125122,449067,2485,310,1077,452939
1,AR,1266791,1234369,950952,110368,1061010,11026,162,1501,1073699
2,AZ & NM,230691,230691,144491,28595,216329,29351,2259,1667,249606
3,CA,274298,274298,187011,26805,247742,33004,3029,3365,287140
4,GA,2038479,1792282,491705,563098,1571770,32448,4986,2830,1612034
5,KS & OK,629310,618592,97359,121757,502039,1083,139,521,503782
6,LA,264454,264278,129732,31979,171676,363,114,1269,173422
7,MO,320299,320299,243357,26152,273512,1307,37,198,275054
8,MS,800953,699796,497247,67102,577471,8231,371,2754,588827
9,NC & VA,879364,828255,214658,172506,676457,18887,2826,2127,700297
10,SC,278689,274018,156236,24542,242435,1876,196,524,245031
11,TN,860830,823492,660914,63817,737546,21779,1403,1782,762510
12,TX,5628722,5102833,2001604,685687,3993224,152563,18082,34757,4198626
13,--TOTAL,14075828,13060969,5960266,2047530,10720278,314403,33914,54372,11122967
