,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,388155,388155,126057,34344,375125,6543,315,1108,383091
1,AR,978057,977973,787280,44466,966485,37801,205,1520,1006011
2,AZ & NM,53688,53688,26935,14391,53688,47688,2475,1750,105601
3,CA,118577,118577,88265,5695,118403,51119,3029,3365,175916
4,GA,844697,837739,195374,96745,829370,63184,6020,2822,901396
5,KS & OK,213908,213908,44024,8040,210628,2953,469,654,214704
6,LA,235195,235195,170296,17067,222797,1809,114,1270,225990
7,MO,203840,203840,157744,9352,202345,8523,37,199,211104
8,MS,643460,640893,563394,23662,629980,22105,386,3029,655500
9,NC & VA,471371,471285,179755,44421,460460,49818,3112,2413,515803
10,SC,98014,97746,56005,9572,97581,10190,254,526,108551
11,TN,664724,655755,528691,57670,649550,68596,1477,1811,721434
12,TX,2869605,2774604,760400,275997,2345969,237492,18791,38693,2640945
13,--TOTAL,7783291,7669358,3684220,641422,7162381,607821,36684,59160,7866046
