,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716434,705962,106469,144833,368367,1417,626,717,371127
1,AR,1652179,1582512,774442,154128,983968,2307,1980,832,989087
2,AZ & NM,329710,325576,135579,47962,236081,5068,3386,563,245098
3,CA,285356,285356,154118,17409,193283,5700,3097,1252,203332
4,GA,2421712,1948958,318475,617243,1334592,12785,1566,2083,1351026
5,KS & OK,496560,425125,79002,95894,286575,951,833,446,288805
6,LA,379254,379254,108555,27654,142156,589,906,551,144202
7,MO,388113,388113,184292,23852,220071,69,247,250,220637
8,MS,1188957,1104171,598837,83945,707640,7988,2727,905,719260
9,NC & VA,1116265,989545,283341,149114,735872,7980,2582,1050,747484
10,SC,329384,320398,119737,53561,207026,777,199,392,208394
11,TN,1602143,1399865,884526,123894,1112880,4609,880,2607,1120976
12,TX,4870996,4023400,509357,651797,2021212,36562,23187,22240,2103201
13,--TOTAL,15777063,13878235,4256730,2191286,8549723,86802,42216,33888,8712629
