,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9648,58576,155662,905,306,1062,157935
1,AR,1339451,1240091,97479,297699,588152,4211,151,1236,593750
2,AZ & NM,276273,271867,102640,35275,165842,7482,1641,1666,176631
3,CA,304939,304939,109915,15266,148574,23461,2798,1066,175899
4,GA,2567567,1798901,26400,303177,542122,20974,3560,2654,569310
5,KS & OK,825990,759361,69406,146900,305690,456,127,239,306512
6,LA,264630,264278,5596,25456,45785,274,105,542,46706
7,MO,320299,320299,48373,44508,129581,437,24,129,130171
8,MS,1007253,699823,40007,170271,413944,1658,380,1462,417444
9,NC & VA,1074321,836022,24420,97519,356463,6400,2482,1891,367236
10,SC,293770,274169,3479,63439,118274,575,165,451,119465
11,TN,1031045,850589,180012,203685,545388,9501,1618,1700,558207
12,TX,6946542,5208086,370195,657509,2136986,75548,15892,30400,2258826
13,--TOTAL,16878516,13428264,1087570,2119280,5652463,151882,29249,44498,5878092
