,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716961,705962,75545,150975,325846,1148,626,717,328337
1,AR,1667252,1582512,533880,289790,917027,2164,1108,832,921131
2,AZ & NM,331058,326924,139651,38418,224376,4771,2730,553,232430
3,CA,285359,285359,143125,8755,175827,4920,2795,1249,184791
4,GA,2487259,1949102,150013,638324,1184441,12259,1509,2081,1200290
5,KS & OK,502614,425128,22253,84117,252514,795,833,446,254588
6,LA,379254,379254,59492,39715,123287,586,906,551,125330
7,MO,388113,388113,125471,62464,201606,69,247,250,202172
8,MS,1201608,1104828,380856,165660,661195,7868,2547,905,672515
9,NC & VA,1139020,993234,173773,171567,697959,7647,2360,1047,709013
10,SC,332589,320402,47962,82103,189804,686,199,370,191059
11,TN,1634876,1410460,707173,229909,1076065,4282,880,2607,1083834
12,TX,4963839,4023402,364539,656295,1854750,35129,21668,21773,1933320
13,--TOTAL,16029802,13894680,2923733,2618092,7884697,82324,38408,33381,8038810
