,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,26531,61961,143314,763,622,674,145373
1,AR,1728047,1582512,352286,197517,603119,1551,1073,781,606524
2,AZ & NM,336203,331915,128197,18002,184173,4639,2598,501,191911
3,CA,285457,285457,109715,5518,139524,4203,2751,1212,147690
4,GA,2775650,1949408,87084,325839,592386,10126,1373,1811,605696
5,KS & OK,540371,425132,10019,68532,130910,730,829,440,132909
6,LA,379254,379254,35977,15914,62512,387,825,549,64273
7,MO,388113,388113,77448,32099,115020,67,159,250,115496
8,MS,1353735,1104908,264668,190283,526147,7871,2400,905,537323
9,NC & VA,1234434,1002773,95928,134280,489432,5600,1711,1047,497790
10,SC,352429,321234,42156,47827,116435,551,199,337,117522
11,TN,1725689,1410498,375851,233945,736915,3657,869,2632,744073
12,TX,5405488,4025555,299152,231901,1129514,25601,20035,21694,1196844
13,--TOTAL,17225089,13912721,1905012,1563618,4969401,65746,35444,32833,5103424
