,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,23975,36092,100293,709,626,674,102302
1,AR,1732638,1582512,335032,131446,508457,1533,1069,781,511840
2,AZ & NM,338987,331915,122294,13958,168288,3950,2547,493,175278
3,CA,285457,285457,103454,7421,131698,4203,2751,1212,139864
4,GA,2852415,1949409,103824,209636,475843,10109,1267,1815,489034
5,KS & OK,541150,425132,7884,24598,69115,654,831,440,71040
6,LA,379254,379254,27747,16705,51828,387,825,549,53589
7,MO,388113,388113,69347,20620,96457,67,159,250,96933
8,MS,1394383,1104908,260085,157752,477757,7222,2381,904,488264
9,NC & VA,1251910,1002773,95500,107007,436146,5234,1713,1047,444140
10,SC,361431,321234,46372,37923,107147,549,199,335,108230
11,TN,1783006,1410500,323051,212515,672249,3649,781,2632,679311
12,TX,5486557,4025555,278720,185304,984997,24745,19865,21684,1051291
13,--TOTAL,17516144,13912908,1797285,1160977,4280275,63011,35014,32816,4411116
