,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,625908,599839,9718,76458,182782,1134,306,1062,185284
1,AR,1338556,1240091,125680,300725,656811,4484,161,1244,662700
2,AZ & NM,276273,271867,105025,37468,177211,7568,1641,1666,188086
3,CA,304939,304939,120193,18344,167412,24717,2798,1066,195993
4,GA,2517511,1798901,24621,366165,632265,22188,4870,2658,661981
5,KS & OK,815761,755532,67241,162112,344205,549,127,239,345120
6,LA,264630,264278,5596,32221,57655,285,106,542,58588
7,MO,320299,320299,50922,44601,140259,456,31,135,140881
8,MS,982338,699823,53491,162390,437490,1968,370,1739,441567
9,NC & VA,1068688,835971,26272,114525,396802,7279,2580,1899,408560
10,SC,293595,274169,3683,60031,132185,1046,166,451,133848
11,TN,1012198,850535,183424,205477,592855,9589,1611,1697,605752
12,TX,6780350,5208084,449098,752631,2373964,81446,16543,31818,2503771
13,--TOTAL,16601046,13424328,1224964,2333148,6291896,162709,31310,46216,6532131
