,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,23928,0,54692,669,1167,56528
1,AR,0,0,0,58090,0,264594,436,1673,266703
2,AZ & NM,0,0,0,9717,0,132903,3766,2238,138907
3,CA,0,0,0,4861,0,90795,3806,3562,98163
4,GA,0,0,0,98144,0,252525,7221,2896,262642
5,KS & OK,0,0,0,5338,0,17286,549,1269,19104
6,LA,0,0,0,5983,0,18041,295,1293,19629
7,MO,0,0,0,5993,0,54550,67,383,55000
8,MS,0,0,0,119996,0,309940,1389,3196,314525
9,NC & VA,0,0,0,102836,0,298220,3729,2742,304691
10,SC,0,0,0,18255,0,58117,335,526,58978
11,TN,0,0,3880,98969,0,402006,2092,3021,407119
12,TX,12187,12187,0,138343,12187,699927,20785,40361,773260
13,--TOTAL,12187,12187,3880,690453,12187,2653596,45139,64327,2775249
