,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606750,599816,145989,111536,390630,2308,308,1076,394322
1,AR,1307245,1240091,863599,138291,1003232,9015,162,1501,1013910
2,AZ & NM,256915,256915,144591,45271,230169,23074,1643,1667,256553
3,CA,295447,295447,188802,24420,247772,30646,2968,3365,284751
4,GA,2166242,1797720,411619,621185,1432714,30069,4988,2750,1470521
5,KS & OK,679735,668319,103252,117077,474591,1016,139,507,476253
6,LA,264630,264278,107715,23330,137242,362,112,1269,138985
7,MO,320299,320299,209759,30363,245052,844,37,198,246131
8,MS,845786,699796,452934,85157,546495,4153,369,2746,553763
9,NC & VA,917239,830320,175051,186032,612664,14784,2735,2040,632223
10,SC,283394,274018,137047,35740,222023,1628,198,524,224373
11,TN,919563,843192,649979,69405,739203,17719,1372,1777,760071
12,TX,5975453,5165749,1908688,659734,3751715,133695,17946,32587,3935943
13,--TOTAL,14838698,13255960,5499025,2147541,10033502,269313,32977,52007,10387799
