,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,35449,0,63819,824,1079,65722
1,AR,0,0,0,119686,0,243115,2071,849,246035
2,AZ & NM,0,0,0,4418,0,99658,5329,2339,107326
3,CA,0,0,0,21722,0,71709,17467,2747,91923
4,GA,0,0,0,96011,0,182860,11329,3770,197959
5,KS & OK,0,0,0,6664,0,32796,102,243,33141
6,LA,0,0,0,8842,0,14009,274,647,14930
7,MO,0,0,0,17905,0,58100,429,144,58673
8,MS,0,0,0,110487,0,179371,1258,1336,181965
9,NC & VA,0,0,0,77778,0,180334,3874,3528,187736
10,SC,0,0,0,15000,0,37080,317,609,38006
11,TN,0,0,0,83816,0,289160,5253,953,295366
12,TX,15240,15240,0,202739,15240,944718,35951,41937,1037846
13,--TOTAL,15240,15240,0,800517,15240,2396729,84478,60181,2556628
