,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,629065,599839,8245,48690,113524,828,304,1060,115716
1,AR,1349189,1240091,81530,222136,420589,3812,138,1155,425694
2,AZ & NM,277940,271867,97283,16545,136527,7393,1633,1641,147194
3,CA,304939,304939,76646,16561,110656,21086,1984,1062,134788
4,GA,2611714,1798901,28347,193488,353531,15879,2102,2659,374171
5,KS & OK,834376,760012,39760,88109,203898,337,126,239,204600
6,LA,264630,264278,4267,17356,29995,274,105,542,30916
7,MO,320299,320299,39963,39221,100474,430,15,129,101048
8,MS,1041855,699823,29916,181849,313278,1620,380,1110,316388
9,NC & VA,1084311,836142,22781,93907,279924,5501,2481,1874,289780
10,SC,294777,275088,3338,39746,76028,465,164,447,77104
11,TN,1094151,850589,194564,150814,450610,8817,516,763,460706
12,TX,7308832,5208121,229679,465099,1696983,61659,15450,29951,1804043
13,--TOTAL,17416078,13429989,856319,1573521,4286017,128101,25398,42632,4482148
