,Region,2021,2022,2023,2024,2025
0,AL & FL,609587,762694,696578,675197,570387
1,AR,1125131,1181946,1119009,1468326,1219790
2,AZ & NM,232538,212279,190042,191620,148342
3,CA,255461,274412,188852,237226,230293
4,GA,2074155,2619244,1942783,1786147,1677254
5,KS & OK,559740,338222,350360,399143,454159
6,LA,255605,398317,244520,377589,264248
7,MO,289576,364325,360148,367223,303603
8,MS,933112,1237013,928326,1133337,737435
9,NC & VA,912032,1142867,891813,942306,796940
10,SC,314028,358525,270114,282401,239565
11,TN,1034010,1230084,1226991,1398283,800370
12,TX,6417779,3043905,2907784,4005019,4630023
