,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,18704,26117,80585,708,546,666,82505
1,AR,1737636,1582512,282271,82843,407832,1530,1069,781,411212
2,AZ & NM,339115,331915,121602,5501,154772,3950,2546,493,161761
3,CA,285457,285457,96108,4004,118125,3999,2668,1202,125994
4,GA,2885325,1949409,97648,142901,383354,9598,1251,1812,396015
5,KS & OK,541150,425132,4445,5199,28290,646,829,440,30205
6,LA,379254,379254,20170,11796,35324,296,825,549,36994
7,MO,388113,388113,61990,12614,78736,67,159,250,79212
8,MS,1416934,1104908,212781,132190,412059,6698,2381,904,422042
9,NC & VA,1267961,1002859,78657,86883,388705,4274,1712,1043,395734
10,SC,363088,321249,38678,23797,87768,369,194,333,88664
11,TN,1828810,1410500,287348,149179,579400,3187,768,2552,585907
12,TX,5568310,4025555,260823,166610,908886,23290,19506,21497,973179
13,--TOTAL,17721996,13913009,1581225,849634,3663836,58612,34454,32522,3789424
