,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,35392,0,63241,824,1065,65130
1,AR,0,0,0,118300,0,240076,1965,849,242890
2,AZ & NM,0,0,0,4414,0,99480,5329,2339,107148
3,CA,0,0,0,20594,0,70227,17467,2747,90441
4,GA,0,0,0,99305,0,181992,11329,3770,197091
5,KS & OK,0,0,0,7446,0,31994,102,243,32339
6,LA,0,0,0,8563,0,13747,274,630,14651
7,MO,0,0,0,17728,0,57659,429,144,58232
8,MS,0,0,0,104957,0,173665,1258,1336,176259
9,NC & VA,0,0,0,75921,0,178477,3874,3528,185879
10,SC,0,0,0,14155,0,36235,317,609,37161
11,TN,0,0,90,80977,0,285882,5059,956,291897
12,TX,23104,23104,27,202677,23104,933602,35829,41937,1034472
13,--TOTAL,23104,23104,117,790429,23104,2366277,84056,60153,2533590
