,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719602,705962,69714,90517,224798,831,626,682,226937
1,AR,1701162,1582512,526766,167189,745494,1572,1074,832,748972
2,AZ & NM,334174,329955,134995,22869,202005,4626,2598,539,209768
3,CA,285457,285457,128341,4265,152241,4246,2751,1212,160450
4,GA,2649372,1949408,165598,429181,869283,10508,1432,2067,883290
5,KS & OK,531224,425132,14222,91047,192907,788,833,446,194974
6,LA,379254,379254,54770,18284,85576,400,858,549,87383
7,MO,388113,388113,120845,26257,156612,69,247,250,157178
8,MS,1256806,1104908,374888,139405,589652,7870,2542,905,600969
9,NC & VA,1188451,1000861,187492,129883,590722,6797,2225,1047,600791
10,SC,340405,320402,53926,59035,151486,630,199,370,152685
11,TN,1694681,1410498,683874,129098,922223,3977,868,2632,929700
12,TX,5176216,4023767,360327,473916,1467333,28100,20588,21753,1537774
13,--TOTAL,16644917,13906229,2875758,1780946,6350332,70414,36841,33284,6490871
