,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,717226,705962,73288,135793,287978,1142,626,717,290463
1,AR,1685614,1582512,542657,250861,868344,1790,1084,832,872050
2,AZ & NM,332391,328257,138994,38216,221161,4770,2600,553,229084
3,CA,285393,285393,135004,11114,167124,4686,2784,1225,175819
4,GA,2552031,1949318,166171,568305,1072241,11408,1477,2070,1087196
5,KS & OK,508969,425132,19660,100005,240088,792,833,446,242159
6,LA,379254,379254,59144,31436,109164,586,906,551,111207
7,MO,388113,388113,125471,45506,180870,69,247,250,181436
8,MS,1219334,1104890,387402,142399,633499,7780,2547,905,644731
9,NC & VA,1160744,996727,183253,150325,653791,7231,2358,1047,664427
10,SC,334916,320402,50763,70941,172582,685,199,370,173836
11,TN,1658475,1410498,704590,196253,1012583,4039,880,2629,1020131
12,TX,5051761,4023608,371507,575866,1682260,31554,21217,21750,1756781
13,--TOTAL,16274221,13900066,2957904,2317020,7301685,76532,37758,33345,7449320
