,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,717490,705962,71850,127657,272486,1142,626,717,274971
1,AR,1689417,1582512,536958,234688,836767,1790,1084,832,840473
2,AZ & NM,332691,328557,137024,32410,214938,4757,2600,552,222847
3,CA,285393,285393,134743,8323,163513,4584,2758,1212,172067
4,GA,2578464,1949408,161466,553332,1026797,10973,1432,2070,1041272
5,KS & OK,512312,425132,18042,83590,217142,792,833,446,219213
6,LA,379254,379254,58352,29801,103029,583,906,551,105069
7,MO,388113,388113,125383,39456,174290,69,247,250,174856
8,MS,1231536,1104890,386261,143610,628531,7780,2547,905,639763
9,NC & VA,1168386,997596,185658,158248,642163,7230,2357,1047,652797
10,SC,337347,320402,52759,70209,167715,685,199,370,168969
11,TN,1668021,1410498,697759,185234,993786,4042,880,2629,1001337
12,TX,5087557,4023762,375520,542676,1639428,30967,20718,21750,1712863
13,--TOTAL,16375981,13901479,2941775,2209234,7080585,75394,37187,33331,7226497
