,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,558438,557040,190418,89878,506628,3890,315,1104,511937
1,AR,1208602,1200128,1026814,74742,1141448,20999,172,1520,1164139
2,AZ & NM,131079,131079,66259,13424,130557,32203,2347,1668,166775
3,CA,207692,207692,164129,9197,199835,40040,3029,3365,246269
4,GA,1569526,1512968,362420,276206,1461609,45225,5087,2839,1514760
5,KS & OK,408536,405752,68274,54832,384708,1771,160,523,387162
6,LA,264229,264229,186823,33224,224045,818,114,1270,226247
7,MO,293611,293611,225252,17851,279700,3996,37,199,283932
8,MS,721490,695970,549219,80676,649305,12629,374,3024,665332
9,NC & VA,780532,772964,304463,111149,724496,28798,3110,2354,758758
10,SC,223413,222001,141116,25479,217622,3717,196,524,222059
11,TN,780977,763853,661571,52775,732239,39943,1440,1784,775406
12,TX,4382875,4191051,1400153,387617,3495441,182173,18591,38253,3734458
13,--TOTAL,11531000,11218338,5346911,1227050,10147633,416202,34972,58427,10657234
