,Region,2021,2022,2023,2024,2025
0,AL & FL,12242,107551,76209,110242,85234
1,AR,128468,222809,296889,399941,276964
2,AZ & NM,12831,20672,14047,19781,9105
3,CA,17265,12808,2700,4997,5189
4,GA,55845,203285,80376,69317,113386
5,KS & OK,29928,14928,16679,24080,21612
6,LA,43643,187756,149219,154558,97586
7,MO,21864,60526,59585,79614,40082
8,MS,88194,334752,260819,368439,190938
9,NC & VA,54909,105544,24494,13047,24699
10,SC,11914,35445,6554,11314,3030
11,TN,73724,188033,228557,302640,167129
12,TX,1266216,1225258,1067309,1304813,1156868
