,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719602,705962,71089,100104,238241,831,626,682,240380
1,AR,1698002,1582512,537290,178465,766949,1578,1074,832,770433
2,AZ & NM,333374,329155,134315,25159,204193,4508,2594,539,211834
3,CA,285457,285457,129193,7684,155920,4584,2758,1212,164474
4,GA,2629014,1949408,169013,474427,923634,10629,1432,2070,937765
5,KS & OK,527786,425132,14808,108397,213942,788,833,446,216009
6,LA,379254,379254,57287,17371,88344,514,858,549,90265
7,MO,388113,388113,123009,28073,160010,69,247,250,160576
8,MS,1250933,1104908,384806,131606,597901,7780,2542,905,609128
9,NC & VA,1187362,1000650,188717,129181,602655,6802,2225,1047,612729
10,SC,339523,320402,54533,61345,156712,684,199,370,157965
11,TN,1690393,1410498,701517,138772,945313,4060,836,2629,952838
12,TX,5156446,4023767,371017,506756,1510787,28866,20591,21753,1581997
13,--TOTAL,16585259,13905218,2936594,1907340,6564601,71693,36815,33284,6706393
