,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719250,705962,72225,113617,256967,831,626,717,259141
1,AR,1692874,1582512,538442,214021,804850,1763,1074,832,808519
2,AZ & NM,332876,328657,136711,29041,210014,4757,2600,552,217923
3,CA,285457,285457,131625,9324,161025,4584,2758,1212,169579
4,GA,2600730,1949408,161722,525700,977515,10724,1432,2070,991741
5,KS & OK,519260,425132,18448,92135,214871,792,833,446,216942
6,LA,379254,379254,58262,23294,95466,544,858,549,97417
7,MO,388113,388113,125383,34255,169077,69,247,250,169643
8,MS,1239728,1104908,387734,136677,612614,7780,2542,905,623841
9,NC & VA,1177428,998196,187050,156288,627765,6986,2314,1047,638112
10,SC,338917,320402,54329,63933,159927,684,199,370,161180
11,TN,1678572,1410498,703011,158671,972807,4051,836,2629,980323
12,TX,5116942,4023762,377318,539908,1592898,30471,20703,21754,1665826
13,--TOTAL,16469401,13902261,2952260,2096864,6855796,74036,37022,33333,7000187
