,Region,2021,2022,2023,2024,2025
0,AL & FL,682044,864583,745139,715000,607632
1,AR,1214531,1393575,1186897,1644249,1315276
2,AZ & NM,380350,374611,287857,328167,264956
3,CA,276382,322003,203807,284928,303113
4,GA,2749993,3298925,2467905,2386675,2250657
5,KS & OK,808383,434735,390544,494793,701526
6,LA,255930,413991,244549,379254,264630
7,MO,315831,398195,382134,388113,320299
8,MS,1069235,1258327,942252,1183743,874629
9,NC & VA,986589,1280817,984675,1102380,936170
10,SC,397961,439407,318821,327789,286901
11,TN,1142291,1444533,1409110,1581506,941135
12,TX,8250029,3471825,3123585,4809571,6114325
