,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720579,706146,25325,52663,124604,717,628,674,126623
1,AR,1731762,1582512,349059,174179,570478,1537,1073,781,573869
2,AZ & NM,336203,331915,127811,14396,178329,3988,2598,501,185416
3,CA,285457,285457,108464,3585,136213,4203,2751,1212,144379
4,GA,2814736,1949408,99089,260227,538895,10118,1316,1815,552144
5,KS & OK,540974,425132,8565,64787,115157,668,831,440,117096
6,LA,379254,379254,32922,18582,58912,387,825,549,60673
7,MO,388113,388113,76638,24446,106571,67,159,250,107047
8,MS,1372410,1104908,265551,181625,518186,7581,2400,904,529071
9,NC & VA,1242116,1002773,96469,123465,465574,5585,1711,1047,473917
10,SC,358905,321234,46659,42065,114590,549,199,337,115675
11,TN,1743150,1410498,370029,213150,707175,3657,869,2632,714333
12,TX,5439788,4025555,291845,210181,1079477,25264,19946,21694,1146381
13,--TOTAL,17353447,13912905,1898426,1383351,4714161,64321,35306,32836,4846624
