,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,570387,568203,173763,96805,511930,3802,315,1104,517151
1,AR,1219790,1208859,1011493,109210,1137514,17760,163,1510,1156947
2,AZ & NM,148342,148342,79601,14810,146407,29637,2347,1668,180059
3,CA,230293,230293,179212,8139,219238,38454,3029,3365,264086
4,GA,1677254,1608796,370323,351604,1549531,44822,5087,2839,1602279
5,KS & OK,454159,450849,70045,47694,392697,1769,160,523,395149
6,LA,264248,264248,159734,43933,217443,803,114,1270,219630
7,MO,303603,303603,225363,25915,287452,3596,37,199,291284
8,MS,737435,698822,515497,100559,636186,11258,374,3024,650842
9,NC & VA,796940,787160,217984,142728,730458,26432,3101,2339,762330
10,SC,239565,237710,136467,27990,232760,3540,196,524,237020
11,TN,800370,782981,634254,64910,744640,38161,1423,1784,786008
12,TX,4630023,4410886,1541591,488234,3665932,178084,18580,38253,3900849
13,--TOTAL,12072409,11700752,5315327,1522531,10472188,398118,34926,58402,10963634
