,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,479885,479621,158711,55623,452972,5590,315,1108,459985
1,AR,1129820,1126609,927111,55325,1104787,25493,172,1520,1131972
2,AZ & NM,82744,82744,39432,15834,82744,40838,2429,1717,127728
3,CA,162841,162841,120552,7447,162403,45714,3029,3365,214511
4,GA,1183953,1164589,255658,151777,1144066,54524,5419,2864,1206873
5,KS & OK,302872,302872,41346,14145,294131,2489,469,654,297743
6,LA,255366,255366,179622,29432,233899,1691,114,1270,236974
7,MO,249029,249029,181797,21440,243168,6459,37,199,249863
8,MS,678802,674035,552617,47221,644826,16968,386,3026,665206
9,NC & VA,637962,636464,223482,67032,614797,36380,3110,2413,656700
10,SC,153043,152687,83820,13398,150937,5740,229,524,157430
11,TN,735231,722636,601755,58848,712837,48368,1442,1810,764457
12,TX,3558248,3437698,969752,324664,2910022,209083,18773,38638,3176516
13,--TOTAL,9609796,9447191,4335655,862186,8751589,499337,35924,59108,9345958
