,Region,2021,2022,2023,2024,2025
0,AL & FL,449.0,15442,7735.0,14665.0,10106.0
1,AR,4352.0,51736,60259.0,97417.0,69076.0
2,AZ & NM,5345.0,12149,7993.0,12492.0,3644.0
3,CA,103.0,33,,,982.0
4,GA,1995.0,22815,8937.0,1312.0,21009.0
5,KS & OK,846.0,829,387.0,151.0,
6,LA,7879.0,73840,68397.0,50692.0,40445.0
7,MO,,8291,3626.0,14376.0,247.0
8,MS,969.0,89804,50554.0,102773.0,29126.0
9,NC & VA,1089.0,3761,294.0,,87.0
10,SC,190.0,851,331.0,,4.0
11,TN,748.0,18384,13767.0,42360.0,12415.0
12,TX,811568.0,1029838,954559.0,966549.0,855004.0
