,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606399,599816,185727,114956,418519,2396,310,1077,422302
1,AR,1289476,1239281,929116,96399,1026504,10241,162,1501,1038408
2,AZ & NM,242548,242548,160092,37750,222468,25010,1995,1667,251140
3,CA,284698,284698,195097,24236,246153,31216,2968,3365,283702
4,GA,2103366,1797521,467735,581064,1489360,32176,4983,2751,1529270
5,KS & OK,658543,647215,106655,110415,490864,1049,139,516,492568
6,LA,264630,264278,119989,22757,150304,363,114,1269,152050
7,MO,320299,320299,230568,23090,258021,844,37,198,259100
8,MS,826995,699796,487206,66857,566672,5829,371,2754,575626
9,NC & VA,901805,829791,209206,164531,640084,16629,2736,2040,661489
10,SC,278777,274018,150607,28094,230682,1758,196,524,233160
11,TN,889700,834106,670655,54732,735761,19304,1403,1782,758250
12,TX,5853145,5141748,2048768,605451,3876801,141889,18014,32975,4069679
13,--TOTAL,14520381,13175115,5961421,1930332,10352193,288704,33428,52419,10726744
