,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,25866,0,65763,824,1079,67666
1,AR,0,0,0,121403,0,249605,2275,850,252730
2,AZ & NM,0,0,0,3763,0,101873,5329,2430,109632
3,CA,0,0,0,19570,0,73798,17467,2747,94012
4,GA,0,0,0,103615,0,193051,11360,3776,208187
5,KS & OK,0,0,0,8756,0,36019,136,247,36402
6,LA,0,0,0,9416,0,14583,274,647,15504
7,MO,0,0,0,18912,0,61305,430,144,61879
8,MS,0,0,0,114144,0,185220,1286,1337,187843
9,NC & VA,0,0,0,74082,0,185996,3874,3528,193398
10,SC,0,0,0,15892,0,38739,317,609,39665
11,TN,0,0,0,81805,0,298480,5731,963,305174
12,TX,5399,5399,0,202964,5399,976517,37740,41945,1061601
13,--TOTAL,5399,5399,0,800188,5399,2480949,87043,60302,2633693
