,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,23211,29517,89502,709,546,666,91423
1,AR,1735070,1582512,318276,96862,455367,1533,1069,781,458750
2,AZ & NM,339115,331915,122294,9956,162016,3950,2547,493,169006
3,CA,285457,285457,98789,9270,128829,4203,2751,1212,136995
4,GA,2871386,1949409,105691,172465,427048,10012,1256,1815,440131
5,KS & OK,541150,425132,5333,27322,53447,648,831,440,55366
6,LA,379254,379254,25109,12174,42473,299,825,549,44146
7,MO,388113,388113,66531,16242,88591,67,159,250,89067
8,MS,1409592,1104908,258325,127727,445566,6786,2381,904,455637
9,NC & VA,1262470,1002859,99085,92540,410180,5053,1713,1047,417993
10,SC,362580,321249,44710,33739,100649,382,194,333,101558
11,TN,1807815,1410500,303993,172877,627731,3182,768,2640,634321
12,TX,5531478,4025555,268447,153391,946812,23806,19807,21684,1012109
13,--TOTAL,17634323,13913009,1739794,954082,3978211,60630,34847,32814,4106502
