,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,577162,574625,175419,102393,509995,3625,315,1104,515039
1,AR,1230630,1218907,1024290,98063,1135057,16513,163,1510,1153243
2,AZ & NM,158585,158585,96814,14289,154620,29637,2347,1668,188272
3,CA,238068,238068,185421,6693,225303,37394,3029,3365,269091
4,GA,1747778,1669540,392897,393399,1588455,43184,5086,2836,1639561
5,KS & OK,484965,481655,78411,68823,418507,1727,160,523,420917
6,LA,264248,264248,158588,39529,211891,803,114,1270,214078
7,MO,310303,310303,254817,22460,290177,3155,37,199,293568
8,MS,747392,699796,520662,92388,631088,9817,373,3024,644302
9,NC & VA,810721,798281,230921,135180,727558,25380,3101,2339,758378
10,SC,250933,249078,148804,26380,240192,3012,196,524,243924
11,TN,814239,795331,659506,60233,746507,32345,1424,1784,782060
12,TX,4855904,4616325,1673160,521399,3824319,170174,18219,38197,4050909
13,--TOTAL,12490928,12074742,5599710,1581229,10703669,376766,34564,58343,11173342
