,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,27842,72614,157979,775,624,678,160056
1,AR,1725447,1582512,355958,205476,626097,1551,1073,781,629502
2,AZ & NM,336134,331915,128283,18415,185666,4624,2598,501,193389
3,CA,285457,285457,110677,3515,140307,4203,2751,1212,148473
4,GA,2750914,1949408,83778,371357,631349,10262,1385,1841,644837
5,KS & OK,539669,425132,10103,74823,139574,749,833,440,141596
6,LA,379254,379254,36354,15028,65395,387,858,549,67189
7,MO,388113,388113,79104,35777,122267,67,247,250,122831
8,MS,1333574,1104908,260831,193711,536265,7871,2541,905,547582
9,NC & VA,1226298,1002599,94766,157391,510878,5606,1940,1047,519471
10,SC,348855,321234,38838,57046,123595,592,199,369,124755
11,TN,1717882,1410498,383087,249296,760737,3658,869,2632,767896
12,TX,5369812,4025555,302928,276954,1165982,25657,20307,21694,1233640
13,--TOTAL,17121628,13912547,1912549,1731403,5166091,66002,36225,32899,5301217
