,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,23394,31406,92974,709,620,666,94969
1,AR,1733836,1582512,318276,110483,470034,1533,1069,781,473417
2,AZ & NM,339115,331915,122294,7910,162016,3950,2547,493,169006
3,CA,285457,285457,102836,7255,130308,4203,2751,1212,138474
4,GA,2862213,1949409,101942,185229,438955,10012,1256,1815,452038
5,KS & OK,541150,425132,6833,15763,56274,648,831,440,58193
6,LA,379254,379254,26688,14398,46188,387,825,549,47949
7,MO,388113,388113,66790,17939,90565,67,159,250,91041
8,MS,1405748,1104908,256455,140017,455859,7312,2381,904,466456
9,NC & VA,1259918,1002773,97886,101427,418469,5232,1713,1047,426461
10,SC,362220,321234,44485,36892,103815,383,199,335,104732
11,TN,1796918,1410500,306440,189841,642047,3182,768,2640,648637
12,TX,5519288,4025555,268665,173366,963236,24481,19809,21684,1029210
13,--TOTAL,17594073,13912908,1742984,1031926,4070740,62099,34928,32816,4200583
