,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,613826,599839,15562,150034,281121,1920,307,1066,284414
1,AR,1323221,1240091,133027,332001,827880,6504,162,1501,836047
2,AZ & NM,272305,271506,108448,72981,211956,12156,1641,1666,227419
3,CA,304939,304939,164820,14432,216379,25935,2830,3327,248471
4,GA,2384585,1798441,24750,631714,1009966,26650,4897,2685,1044198
5,KS & OK,761961,718435,62781,182518,405909,910,139,416,407374
6,LA,264630,264278,6310,52834,100192,362,112,1240,101906
7,MO,320299,320299,48575,80625,190409,819,37,135,191400
8,MS,906650,699796,55402,159978,478495,2961,364,2734,484554
9,NC & VA,1000808,835179,26149,170585,471611,10765,2608,1993,486977
10,SC,291169,274018,1548,68168,178868,1355,166,489,180878
11,TN,977594,850535,249305,237376,694165,12443,1429,1745,709782
12,TX,6322556,5203616,505106,1057472,3025371,99469,17451,31935,3174226
13,--TOTAL,15744543,13380972,1401783,3210718,8092322,202249,32143,50932,8377646
