,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,36308,88478,185311,814,624,682,187431
1,AR,1717422,1582512,355583,237383,675831,1551,1073,781,679236
2,AZ & NM,335706,331487,129700,16346,189226,4624,2598,501,196949
3,CA,285457,285457,113772,4663,147116,4244,2751,1212,155323
4,GA,2719891,1949408,86782,444623,731561,10498,1389,1838,745286
5,KS & OK,537910,425132,11628,98866,171290,762,833,440,173325
6,LA,379254,379254,39256,19569,74245,387,858,549,76039
7,MO,388113,388113,80432,42827,133664,69,247,250,134230
8,MS,1303195,1104908,259035,213625,558536,7871,2541,905,569853
9,NC & VA,1211006,1002428,92035,159090,544897,6413,2125,1047,554482
10,SC,345461,321234,37776,60982,132178,592,199,369,133338
11,TN,1707267,1410498,392327,252557,832373,3887,868,2632,839760
12,TX,5284135,4025462,299818,382388,1280528,26632,20329,21722,1349211
13,--TOTAL,16935036,13911855,1934452,2021397,5656756,68344,36435,32928,5794463
