,Region,2021,2022,2023,2024,2025
0,AL & FL,276587,459236,424147,449463,359066
1,AR,717362,773086,855040,1030347,912872
2,AZ & NM,84173,80187,68781,63725,46489
3,CA,142423,147983,87950,115369,109536
4,GA,809948,1310868,902625,821127,749089
5,KS & OK,262500,147342,170331,182787,190927
6,LA,218000,368833,235883,338078,222178
7,MO,156668,222630,221456,264496,186852
8,MS,620199,944158,807077,942508,614905
9,NC & VA,501549,641908,478670,475901,423737
10,SC,148071,177354,122024,143683,84498
11,TN,622347,751640,863746,992718,632539
12,TX,3634487,1921078,1930079,2513781,2668223
