,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716434,705962,109166,145960,378703,1424,626,717,381470
1,AR,1647630,1582512,798335,146426,1001202,2432,2153,832,1006619
2,AZ & NM,328267,324133,138959,44655,235999,5068,3388,563,245018
3,CA,284928,284928,162526,10839,194760,5700,3097,1252,204809
4,GA,2400065,1948958,326958,605774,1350396,12822,1578,2083,1366879
5,KS & OK,495680,425125,92807,79999,291645,1100,833,446,294024
6,LA,379254,379254,115111,24825,146334,589,906,551,148380
7,MO,388113,388113,191602,22509,225112,69,247,250,225678
8,MS,1186371,1104037,608101,84633,717487,8604,2727,905,729723
9,NC & VA,1109426,988152,291466,147094,744170,8009,2591,1050,755820
10,SC,328135,319997,127427,45669,209377,777,199,392,210745
11,TN,1589557,1396371,890615,117501,1112056,4609,880,2607,1120152
12,TX,4838531,4023399,509658,693422,2058107,37277,24511,22248,2142143
13,--TOTAL,15692391,13870941,4362731,2169306,8665348,88480,43736,33896,8831460
