,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,29167,0,52667,343,1035,54045
1,AR,0,0,0,98780,0,202188,1464,839,204491
2,AZ & NM,0,0,0,11408,0,88927,5275,2251,96453
3,CA,0,0,0,13476,0,59034,15194,2368,76596
4,GA,0,0,0,76988,0,154295,6175,3648,164118
5,KS & OK,0,0,0,3926,0,22019,102,222,22343
6,LA,0,0,0,7898,0,10104,274,630,11008
7,MO,0,0,0,12453,0,49018,276,144,49438
8,MS,0,0,0,68142,0,128283,857,1243,130383
9,NC & VA,0,0,0,75770,0,152793,3822,3522,160137
10,SC,0,0,0,14788,0,30536,312,605,31453
11,TN,0,0,259,70465,0,241099,4020,921,246040
12,TX,300825,300825,40770,186801,298533,758742,29287,40038,1126600
13,--TOTAL,300825,300825,41029,670062,298533,1949705,67401,57466,2373105
