,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719602,705962,69189,91202,221630,831,626,682,223769
1,AR,1702316,1582512,527304,161471,739873,1572,1074,832,743351
2,AZ & NM,334374,330155,134135,22869,202029,4626,2598,539,209792
3,CA,285457,285457,128341,4007,151978,4244,2751,1212,160185
4,GA,2657245,1949408,167406,410997,852075,10508,1431,1864,865878
5,KS & OK,532096,425132,13687,89381,190180,782,833,440,192235
6,LA,379254,379254,54770,18034,84710,400,858,549,86517
7,MO,388113,388113,120845,24946,154333,69,247,250,154899
8,MS,1258772,1104908,375059,139686,585998,7870,2542,905,597315
9,NC & VA,1189767,1000944,187759,124697,585522,6770,2186,1047,595525
10,SC,340986,320402,54507,58233,151091,630,199,370,152290
11,TN,1697767,1410498,685494,131201,919653,3977,868,2632,927130
12,TX,5181090,4023767,357138,459535,1446323,27901,20501,21742,1516467
13,--TOTAL,16666839,13906512,2875634,1736259,6285395,70180,36714,33064,6425353
