,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,26662,68972,669,502,666,70809
1,AR,1740604,1582512,181505,89288,343485,602,966,781,345834
2,AZ & NM,339115,331915,114954,4706,147361,3950,2546,493,154350
3,CA,285457,285457,84968,6493,111523,3954,2529,1179,119185
4,GA,2897586,1949409,38194,145022,323000,9027,1246,1815,335088
5,KS & OK,541150,425132,3202,2399,20976,572,829,440,22817
6,LA,379254,379254,10357,9153,24722,295,825,549,26391
7,MO,388113,388113,49177,9591,68205,67,159,250,68681
8,MS,1430020,1104908,87324,143078,363992,3494,2332,904,370722
9,NC & VA,1273779,1002859,50047,105259,361176,3842,1722,1048,367788
10,SC,363522,321249,17757,30172,77612,355,194,333,78494
11,TN,1840526,1410500,235855,150271,503143,2232,650,2550,508575
12,TX,5597170,4025555,226660,195826,839789,22061,19464,21496,902810
13,--TOTAL,17797139,13913009,1106545,917920,3253956,51120,33964,32504,3371544
