,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,28028,72953,708,523,666,74850
1,AR,1739556,1582512,187777,104840,367919,1530,1069,781,371299
2,AZ & NM,339115,331915,117412,4569,152440,3950,2546,493,159429
3,CA,285457,285457,90580,6267,115269,3999,2668,1202,123138
4,GA,2892337,1949409,37759,167141,352682,9134,1251,1815,364882
5,KS & OK,541150,425132,3208,5166,24186,572,829,440,26027
6,LA,379254,379254,10602,13377,29278,295,825,549,30947
7,MO,388113,388113,49177,13401,72100,67,159,250,72576
8,MS,1424448,1104908,87720,161066,386430,4997,2369,904,394700
9,NC & VA,1270334,1002859,49426,113416,372421,4099,1705,1043,379268
10,SC,363353,321249,17587,32484,82099,355,194,333,82981
11,TN,1835066,1410500,237922,156709,534048,2672,734,2550,540004
12,TX,5585452,4025555,229784,187189,866354,22470,19464,21496,929784
13,--TOTAL,17764478,13913009,1125499,993653,3428179,54848,34336,32522,3549885
