,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,26531,65875,139463,718,622,674,141477
1,AR,1729116,1582512,353355,190505,596911,1551,1073,781,600316
2,AZ & NM,336203,331915,128003,19200,183919,4635,2598,501,191653
3,CA,285457,285457,109543,3863,137869,4203,2751,1212,146035
4,GA,2785279,1949408,89282,312851,580115,10120,1316,1815,593366
5,KS & OK,540457,425132,9987,64948,125742,720,829,440,127731
6,LA,379254,379254,35977,15399,61374,387,825,549,63135
7,MO,388113,388113,77448,29893,112814,67,159,250,113290
8,MS,1358082,1104908,266268,186260,525156,7691,2400,905,536152
9,NC & VA,1236379,1002773,95928,134629,482172,5600,1711,1047,490530
10,SC,352514,321234,42241,47254,115194,551,199,337,116281
11,TN,1729143,1410498,377264,218837,724056,3657,869,2632,731214
12,TX,5413514,4025555,295340,220671,1115550,25508,19948,21694,1182700
13,--TOTAL,17253730,13912721,1907167,1510185,4900335,65408,35300,32837,5033880
