,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,604044,598513,185369,126121,436459,2485,310,1077,440331
1,AR,1275072,1235041,941330,104317,1045236,10670,162,1501,1057569
2,AZ & NM,236008,236008,145119,33604,220037,26766,2083,1667,250553
3,CA,282776,282776,190739,33073,252975,31826,2968,3365,291134
4,GA,2066279,1794508,476060,582070,1542335,32353,4986,2830,1582504
5,KS & OK,641321,630603,100617,124809,504456,1073,139,521,506189
6,LA,264454,264278,124950,31433,164184,363,114,1269,165930
7,MO,320299,320299,238938,24220,267248,1220,37,198,268703
8,MS,813431,699796,495437,68064,576172,7150,371,2754,586447
9,NC & VA,890189,829651,210646,182574,664655,17305,2826,2127,686913
10,SC,278777,274018,156310,26885,237834,1874,196,524,240428
11,TN,870059,827064,668686,60375,734333,21163,1403,1782,758681
12,TX,5753845,5118738,2017056,628235,3954287,148025,18069,33970,4154351
13,--TOTAL,14296554,13111293,5951257,2025780,10600211,302273,33664,53585,10989733
